File Version;BWSpec 3.27
Date;2017-08-22 14:46:06
title;ZEWN+LZX
model;BRC112P+BTC261E_512
c code;ZEWN+LZX
operator;
port1;0
baud1;3
pixel_start;0
pixel_end;1844
step;1
units;1
bkcolor;16777215
show_mode;5
data_mode;0
pixel_mode;0
intigration times;150
average number;1
spectrometer_type ;0
yaxis;1
yaxis_min;-0.200000000000045
yaxis_max;0.5
xaxis;0
xaxis_min;0
xaxis_max;1844
irrands_DispWLMin;0
irrands_DispWLMax;0
yaxis_min_6;0
yaxis_max_6;5
irradiance_unit;0
coefs_a0;0
coefs_a1;0
coefs_a2;0
coefs_a3;0
coefs_b0;0
coefs_b1;0
coefs_b2;0
coefs_b3;0
all_data_save;1
select_option;-1
interval_time;1
pixel_num;1845
sel_pixel_start;0
sel_pixel_end;1844
sel_pixel_delta;1
dark_compensate;0
dark_compensate_value_1;0
dark_compensate_value_2;0
dark_compensate_value_3;0
monitor pixel_0;0
monitor pixel_1;0
monitor pixel_2;0
monitor pixel_3;0
monitor pixel_4;0
monitor pixel_5;0
vertical_select_flag;0
vertical_line3;0
vertical_line4;0
vertical_line3_wv;0
vertical_line4_wv;0
vertical_line_flag;0
vertical_line_ratio;0
laser_wavelength;0
overlay_js;0
Relative Intensity Correction Flag;0
combined channel;1
Pixel;Wavelength;Dark;Reference;Raw data #1;Dark Subtracted #1;%TR #1;Absorbance #1;Raw data #2;Dark Subtracted #2;%TR #2;Absorbance #2;Raw data #3;Dark Subtracted #3;%TR #3;Absorbance #3;Lamp FitCurve;Irradiance Ratio;Irradiance_1(W/cm^2/nm);Irradiance_2(W/cm^2/nm);Irradiance_3(W/cm^2/nm)
1389;889.36;1421.6400;5559.8400;5584.32;4162.6800;100.5916;-0.0026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1390;889.70;1423.1600;5576.8000;5592.24;4169.0800;100.3717;-0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1391;890.04;1424.8400;5593.4800;5605.76;4180.9200;100.2946;-0.0013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1392;890.38;1423.1600;5605.0800;5625.36;4202.2000;100.4849;-0.0021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1393;890.72;1425.7200;5608.6000;5638.88;4213.1600;100.7239;-0.0031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1394;891.06;1425.0000;5625.0800;5654.80;4229.8000;100.7076;-0.0031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1395;891.39;1428.8400;5647.4000;5674.36;4245.5200;100.6391;-0.0028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1396;891.73;1431.1600;5669.5600;5701.48;4270.3200;100.7531;-0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1397;892.07;1431.0000;5696.3600;5728.44;4297.4400;100.7521;-0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1398;892.41;1427.5600;5716.4400;5740.44;4312.8800;100.5596;-0.0024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1399;892.75;1429.8800;5743.1600;5759.48;4329.6000;100.3784;-0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1400;893.09;1432.9200;5762.2000;5781.56;4348.6400;100.4472;-0.0019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1401;893.42;1439.0000;5788.3600;5808.44;4369.4400;100.4617;-0.0020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1402;893.76;1441.0000;5818.9600;5840.52;4399.5200;100.4925;-0.0021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1403;894.10;1438.4400;5847.7600;5869.72;4431.2800;100.4980;-0.0022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1404;894.44;1439.6400;5876.8000;5894.12;4454.4800;100.3903;-0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1405;894.77;1442.6800;5907.3600;5920.20;4477.5200;100.2876;-0.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1406;895.11;1443.5600;5941.1200;5946.92;4503.3600;100.1290;-0.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1407;895.45;1441.4000;5974.8800;5980.68;4539.2800;100.1279;-0.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1408;895.79;1439.4000;6012.1200;6015.00;4575.6000;100.0630;-0.0003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1409;896.13;1440.6000;6039.1600;6039.08;4598.4800;99.9983;0.0000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1410;896.46;1437.0000;6067.4800;6057.88;4620.8800;99.7927;0.0009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1411;896.80;1438.1200;6106.9200;6094.12;4656.0000;99.7258;0.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1412;897.14;1442.1200;6135.5600;6117.56;4675.4400;99.6165;0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1413;897.47;1435.4000;6163.3200;6139.56;4704.1600;99.4975;0.0022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1414;897.81;1431.3200;6193.0000;6168.28;4736.9600;99.4809;0.0023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1415;898.15;1436.6800;6228.6000;6209.56;4772.8800;99.6027;0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1416;898.48;1444.0400;6279.0800;6251.40;4807.3600;99.4275;0.0025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1417;898.82;1443.0800;6312.6800;6277.48;4834.4000;99.2771;0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1418;899.16;1441.6400;6349.1600;6306.76;4865.1200;99.1360;0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1419;899.50;1440.0400;6373.7200;6337.56;4897.5200;99.2671;0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1420;899.83;1439.6400;6394.1200;6367.32;4927.6800;99.4591;0.0024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1421;900.17;1439.4000;6429.0000;6401.24;4961.8400;99.4436;0.0024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1422;900.50;1440.5200;6453.2400;6419.08;4978.5600;99.3185;0.0030;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1423;902.34;2031.2400;2559.0400;2565.00;533.7600;101.1292;-0.0049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1424;903.95;2043.9200;2580.6400;2587.08;543.1600;101.1999;-0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1425;905.57;2041.0400;2587.9200;2594.16;553.1200;101.1410;-0.0049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1426;907.19;2045.4000;2602.3600;2608.44;563.0400;101.0916;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1427;908.80;2036.8800;2604.1200;2610.44;573.5600;101.1142;-0.0048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1428;910.42;2045.8000;2622.4000;2628.72;582.9200;101.0961;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1429;912.04;2039.4800;2625.5600;2631.88;592.4000;101.0784;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1430;913.65;2048.4800;2642.6000;2649.08;600.6000;101.0907;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1431;915.27;2048.3600;2650.1600;2657.88;609.5200;101.2828;-0.0055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1432;916.89;2064.3600;2674.3600;2681.40;617.0400;101.1541;-0.0050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1433;918.50;2057.6400;2673.8400;2681.40;623.7600;101.2269;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1434;920.12;2070.1200;2692.1600;2700.24;630.1200;101.2990;-0.0056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1435;921.74;2062.4000;2690.8400;2698.04;635.6400;101.1457;-0.0049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1436;923.36;2075.3600;2707.6400;2714.88;639.5200;101.1451;-0.0049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1437;924.98;2071.0800;2707.8000;2715.40;644.3200;101.1936;-0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1438;926.60;2076.4800;2716.5600;2724.00;647.5200;101.1624;-0.0050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1439;928.21;2070.9600;2714.2400;2722.04;651.0800;101.2125;-0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1440;929.83;2079.6800;2725.0800;2733.48;653.8000;101.3015;-0.0056;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1441;931.45;2074.4800;2722.6000;2730.12;655.6400;101.1603;-0.0050;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1442;933.07;2078.0400;2726.8800;2734.04;656.0000;101.1035;-0.0048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1443;934.69;2071.9600;2721.6800;2728.36;656.4000;101.0281;-0.0044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1444;936.31;2074.4800;2723.7600;2729.16;654.6800;100.8317;-0.0036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1445;937.93;2070.2400;2718.8400;2724.96;654.7200;100.9436;-0.0041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1446;939.55;2071.8000;2718.3600;2724.20;652.4000;100.9032;-0.0039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1447;941.17;2063.5200;2708.4000;2713.12;649.6000;100.7319;-0.0032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1448;942.79;2081.2800;2722.2800;2726.52;645.2400;100.6615;-0.0029;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1449;944.41;2064.5600;2701.6800;2704.60;640.0400;100.4583;-0.0020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1450;946.03;2077.7600;2709.0800;2711.60;633.8400;100.3992;-0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1451;947.65;2063.6800;2689.5200;2691.60;627.9200;100.3324;-0.0014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1452;949.27;2077.9200;2697.0800;2698.84;620.9200;100.2843;-0.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1453;950.90;2070.9600;2683.8000;2685.72;614.7600;100.3133;-0.0014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1454;952.52;2074.2400;2680.1200;2681.64;607.4000;100.2509;-0.0011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1455;954.14;2065.2000;2664.9600;2665.64;600.4400;100.1134;-0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1456;955.76;2063.4000;2657.0000;2656.68;593.2800;99.9461;0.0002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1457;957.38;2057.4000;2644.8400;2644.48;587.0800;99.9387;0.0003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1458;959.01;2066.3600;2649.0400;2647.64;581.2800;99.7597;0.0010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1459;960.63;2062.8000;2640.5600;2639.08;576.2800;99.7438;0.0011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1460;962.25;2068.4400;2640.4800;2638.84;570.4000;99.7133;0.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1461;963.87;2061.9600;2629.6400;2627.84;565.8800;99.6829;0.0014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1462;965.50;2073.0000;2636.4000;2633.60;560.6000;99.5030;0.0022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1463;967.12;2067.6800;2626.6000;2624.28;556.6000;99.5849;0.0018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1464;968.74;2070.8400;2626.4400;2623.12;552.2800;99.4024;0.0026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1465;970.37;2066.0800;2619.4800;2616.36;550.2800;99.4362;0.0025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1466;971.99;2074.0800;2624.4000;2621.32;547.2400;99.4403;0.0024;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1467;973.62;2065.6400;2614.8400;2612.28;546.6400;99.5339;0.0020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1468;975.24;2074.9600;2622.2800;2620.24;545.2800;99.6273;0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1469;976.87;2064.6800;2612.6800;2610.80;546.1200;99.6569;0.0015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1470;978.49;2075.9200;2624.4000;2621.56;545.6400;99.4822;0.0023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1471;980.11;2066.6000;2616.0000;2612.72;546.1200;99.4030;0.0026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1472;981.74;2078.3600;2628.3600;2625.00;546.6400;99.3891;0.0027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1473;983.37;2062.0400;2614.6400;2611.44;549.4000;99.4209;0.0025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1474;984.99;2076.2800;2630.9600;2628.76;552.4800;99.6034;0.0017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1475;986.62;2068.7200;2627.1200;2625.08;556.3600;99.6347;0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1476;988.24;2085.0000;2646.6400;2644.68;559.6800;99.6510;0.0015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1477;989.87;2068.4800;2634.5200;2632.44;563.9600;99.6325;0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1478;991.49;2075.4000;2646.4400;2644.08;568.6800;99.5867;0.0018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1479;993.12;2072.2400;2649.0800;2647.00;574.7600;99.6394;0.0016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1480;994.75;2082.9200;2665.2800;2663.80;580.8800;99.7459;0.0011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1481;996.38;2075.2400;2664.4800;2663.68;588.4400;99.8642;0.0006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1482;998.00;2083.1200;2679.9600;2679.24;596.1200;99.8794;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1483;999.63;2070.8000;2674.9600;2674.96;604.1600;100.0000;0.0000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1484;1001.26;2071.0400;2683.2800;2683.20;612.1600;99.9869;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1485;1002.88;2061.3200;2683.7600;2683.56;622.2400;99.9679;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1486;1004.51;2072.0800;2703.9200;2703.80;631.7200;99.9810;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1487;1006.14;2064.3200;2706.5200;2706.36;642.0400;99.9751;0.0001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1488;1007.77;2066.9200;2719.8000;2719.56;652.6400;99.9632;0.0002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1489;1009.40;2057.0400;2720.2800;2721.12;664.0800;100.1267;-0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1490;1011.03;2067.0800;2741.0400;2741.88;674.8000;100.1246;-0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1491;1012.66;2060.2400;2745.2400;2746.76;686.5200;100.2219;-0.0010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1492;1014.28;2077.0800;2772.6800;2774.60;697.5200;100.2760;-0.0012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1493;1015.91;2063.6400;2770.6800;2773.12;709.4800;100.3451;-0.0015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1494;1017.54;2074.4400;2792.0800;2795.00;720.5600;100.4069;-0.0018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1495;1019.17;2060.5200;2789.6800;2793.56;733.0400;100.5321;-0.0023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1496;1020.80;2082.3200;2823.9200;2828.64;746.3200;100.6365;-0.0028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1497;1022.43;2074.4800;2828.5600;2834.64;760.1600;100.8063;-0.0035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1498;1024.06;2094.2800;2860.2000;2866.96;772.6800;100.8826;-0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1499;1025.69;2093.0800;2872.3200;2878.88;785.8000;100.8418;-0.0036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1500;1027.32;2095.0000;2886.8400;2893.88;798.8800;100.8891;-0.0038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1501;1028.96;2085.0000;2890.3200;2897.20;812.2000;100.8543;-0.0037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1502;1030.59;2102.9200;2920.8000;2928.56;825.6400;100.9488;-0.0041;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1503;1032.22;2094.5200;2925.4400;2933.52;839.0000;100.9724;-0.0042;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1504;1033.85;2101.8800;2944.8800;2953.24;851.3600;100.9917;-0.0043;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1505;1035.48;2093.4000;2948.8800;2958.00;864.6000;101.0661;-0.0046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1506;1037.11;2108.7600;2975.9200;2985.36;876.6000;101.0886;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1507;1038.74;2099.2800;2978.2000;2987.84;888.5600;101.0968;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1508;1040.38;2113.2400;3003.7600;3013.40;900.1600;101.0825;-0.0047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1509;1042.01;2108.4800;3010.7200;3021.04;912.5600;101.1438;-0.0049;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1510;1043.64;2125.3200;3037.8400;3049.24;923.9200;101.2493;-0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1511;1045.28;2116.0000;3039.6800;3051.16;935.1600;101.2429;-0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1512;1046.91;2125.2000;3059.4800;3072.12;946.9200;101.3529;-0.0058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1513;1048.54;2114.2000;3059.0400;3071.52;957.3200;101.3209;-0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1514;1050.18;2130.5600;3086.2400;3098.44;967.8800;101.2766;-0.0055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1515;1051.81;2111.4800;3076.4000;3088.68;977.2000;101.2726;-0.0055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1516;1053.44;2124.6800;3099.6800;3111.60;986.9200;101.2226;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1517;1055.08;2111.0800;3096.4400;3108.64;997.5600;101.2381;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1518;1056.71;2126.2000;3121.4800;3133.36;1007.1600;101.1936;-0.0052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1519;1058.35;2117.2800;3121.8800;3134.32;1017.0400;101.2383;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1520;1059.98;2131.8000;3144.6400;3157.52;1025.7200;101.2717;-0.0055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1521;1061.62;2110.2800;3131.1600;3144.76;1034.4800;101.3322;-0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1522;1063.25;2123.9600;3152.3200;3165.28;1041.3200;101.2603;-0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1523;1064.89;2104.7200;3140.5200;3153.28;1048.5600;101.2319;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1524;1066.52;2111.7200;3154.3600;3167.44;1055.7200;101.2545;-0.0054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1525;1068.16;2101.2000;3149.4800;3162.40;1061.2000;101.2325;-0.0053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1526;1069.79;2124.1600;3177.3200;3191.28;1067.1200;101.3255;-0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1527;1071.43;2109.8000;3168.2800;3182.32;1072.5200;101.3264;-0.0057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1528;1073.07;2125.2000;3187.2800;3202.04;1076.8400;101.3897;-0.0060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1529;1074.70;2112.3600;3178.7600;3193.04;1080.6800;101.3391;-0.0058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1530;1076.34;2122.5200;3191.5200;3206.04;1083.5200;101.3583;-0.0059;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1531;1077.98;2114.6400;3186.3600;3201.28;1086.6400;101.3922;-0.0060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
1532;1079.61;2121.9600;3195.5200;3210.40;1088.4400;101.3860;-0.0060;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;  ;0.0;0.0
